nombre,poblacion
Nava de Roa,220
Huélaga,219
Veganzones,219
Beniatjar,219
Argençola,219
Azofra,219
Bello,219
Viandar de la Vera,219
Cervera del Llano,218
la Vall d'Ebo,218
Valle de Arana,218
Calzada del Coto,218
Villalba de la Lampreana,218
Villanueva de Ávila,217
Arcos de la Polvorosa,217
Leintz-Gatzaga,217
Pinilla de Toro,217
Zugarramurdi,217
Fuentecén,217
Beintza-Labaien,217
Villar de Peralonso,217
Villangómez,217
Bassella,217
Deza,217
Bayarque,216
Navalonguilla,216
San Muñoz,216
Valdelacasa,216
Autilla del Pino,215
La Estrella,215
Gema,215
Rebollar,215
Negueira de Muñiz,215
Mesegar de Tajo,215
Cuenca de Campos,215
Castroverde de Cerrato,215
Velayos,214
Pozán de Vero,214
Júzcar,214
Alba de Yeltes,214
Villas de la Ventosa,213
Olmillos de Castro,213
Puértolas,213
Aldea de San Miguel,213
Milles de la Polvorosa,213
Huerto,213
El Campillo,213
Rágama,213
Mazariegos,212
Campo de Villavidel,212
Les Llosses,212
Arrabalde,212
Tamurejo,212
Sora,212
Fuentes de Béjar,212
Vilamaniscle,212
Palenzuela,212
Massoteres,212
Uclés,212
Villar de Domingo García,212
Narros de Matalayegua,212
Portezuelo,211
La Bisbal de Falset,211
Adanero,211
Burbáguena,211
Rocafort de Queralt,211
Leza,211
Moreda Araba,211
Erronkari,211
Martín Miguel,211
Fuenllana,211
Castillejo de Martín Viejo,211
Capdesaso,211
Cilleruelo de Abajo,210
Les Piles,210
Royuela,210
Poleñino,210
Endrinal,210
Ituero de Azaba,210
Nogueruelas,210
Albillos,210
Montanuy,210
El Pedroso de la Armuña,210
Peralta de Calasanz,210
Pujalt,210
Losacino,210
Zazuar,210
Ceinos de Campos,210
Castejón de Valdejasa,209
Peraltilla,209
Talamanca,209
Caleruela,209
Unciti,209
Rapariegos,208
Ciutadilla,208
Bretocino,208
San Justo,208
Escorca,208
San Lorenzo de Calatrava,207
Torrecilla de la Jara,207
Santa Cruz de Moya,207
Salvatierra de Esca,207
Bureta,206
Cirat,206
Préjano,206
Gósol,206
Els Omellons,206
Braojos,206
Viladasens,206
Carrascal del Obispo,206
Piña de Campos,206
El Cabaco,205
Mancera de Abajo,205
Santa María de Dulcis,205
Estercuel,205
Laspaúles,205
Arens de Lledó,205
Montejo,205
Fresno Alhándiga,205
Oloritz,204
Pozoantiguo,204
Alameda del Valle,204
Villaherreros,204
La Vilella Baixa,204
Vilopriu,204
Foradada,203
Corcos,203
Adrada de Haza,203
Pinarejo,203
Ossó de Sió,203
Odón,203
Velilla de Ebro,203
Oliola,203
Burgi,203
Marchagaz,203
Riofrío,203
Sobradillo,203
Garciotum,202
Fortanete,202
Robliza de Cojos,202
Villar de Gallimazo,202
Tornos,202
Niharra,202
Arama,202
Valdemorales,202
La Pesquera,202
Valdeavellano de Tera,202
Alicún,201
Carataunas,201
Tardáguila,201
Beniardá,200
Alerre,200
Vilanova de l'Aguda,200
Mamblas,200
Villarrabé,199
Santa Cruz de Marchena,199
Valdenebro de los Valles,199
Casas de Reina,199
Poveda de las Cintas,199
Fréscano,199
Estada,199
la Pobla de Benifassà,199
Codo,199
Coomonte,198
Mieza,198
Laroya,198
Mollet de Peralada,198
Juzbado,198
Gizaburuaga,197
Juarros de Voltoya,197
Villadepera,197
La Orbada,197
Roda de Eresma,197
Ilche,197
La Ginebrosa,197
Torrijo de la Cañada,197
Torralba de Oropesa,197
Carbajo,197
Bercial de Zapardiel,197
Urús,196
Vallfogona de Ripollès,196
Bercero,196
San Juan del Molinillo,196
Suflí,196
Guijo de Coria,196
Villayerno Morquillas,195
Castrillo de Don Juan,195
La Selva de Mar,195
Zamayón,195
Armenteros,194
Navaridas,194
Belmonte de Gracián,194
Tinajas,194
Loma de Ucieza,194
Morón de Almazán,194
Villaselán,194
Olmos de Ojeda,194
Mecerreyes,193
Pinell de Solsonès,193
Argente,193
Valdeolivas,193
Sieteiglesias de Tormes,193
Gombrèn,192
Torre Val de San Pedro,192
Ladrillar,192
Soto de Cerrato,192
Orbaizeta,192
Almajano,191
Laluenga,191
Villar del Humo,191
Olula de Castro,191
Garcibuey,191
Pedret i Marzà,191
Tortuera,191
Becedas,191
Villarrubio,191
Collado de la Vera,191
Garralda,191
Olmedillo de Roa,191
Cantaracillo,191
Murillo de Gállego,191
Rubena,191
El Milà,190
Pinilla del Valle,190
Forfoleda,190
Aldehuela de Yeltes,190
Els Garidells,190
Briñas,190
Tierga,190
La Pobla de Cérvoles,189
Anaya de Alba,189
Erustes,189
Carenas,189
Valdesamario,189
Budia,189
Valdefuentes de Sangusín,189
Urueña,189
Pueblica de Valverde,189
Monreal de Ariza,189
Llobera,188
Altarejos,188
Alcudia de Veo,188
Queralbs,188
Santa Cruz de la Serós,188
Calonge de Segarra,188
Portell de Morella,188
Tarroja de Segarra,188
Pozorrubielos de la Mancha,188
Casasbuenas,187
Pitiegua,187
Montoliu de Segarra,187
Puebla del Salvador,187
Torresmenudas,187
Bugedo,187
Grávalos,187
Fresno del Río,186
Renedo de la Vega,186
San Martín del Pimpollar,186
Beuda,186
Jaurrieta,186
Valle de Valdelaguna,186
Retortillo,186
Leganiel,186
Prádanos de Ojeda,186
Colmenar de Montemayor,186
Corbillos de los Oteros,185
Benissuera,185
Zalduondo,185
Bercianos del Real Camino,185
Lazagurría,185
Olmos de Esgueva,185
Bellmunt d'Urgell,185
Salas Bajas,185
Conquista de la Sierra,185
Barromán,185
Torres de Albarracín,185
Málaga del Fresno,185
Tirgo,185
Trefacio,185
Cevico Navero,185
Ares del Maestrat,184
Rabós,184
Villalba de Guardo,184
Santa Maria de Merlès,184
Urroz,184
Acebedo,184
Los Altos,184
Fresno de Río Tirón,184
Presencio,184
Pinarejos,184
Casillas de Flores,184
El Sahugo,183
Cayuela,183
Pino del Oro,183
Gaià,183
Villasbuenas,183
Berlangas de Roa,183
Mohernando,183
Huerta del Marquesado,183
Tosos,183
Abella de la Conca,183
Santa Cecília de Voltregà,182
El Valle de Altomira,182
Biscarrués,182
Larrodrigo,182
Ojacastro,182
Blascomillán,181
Villamartín de Campos,181
Segura de Toro,181
Orea,181
Gaibiel,181
Peñarandilla,181
Quintanilla de Onsoña,181
Sant Guim de la Plana,181
Cubo de la Solana,181
Saldaña de Burgos,180
Adahuesca,180
Terriente,180
Lladurs,180
Villasandino,180
Benagéber,180
Villanueva de los Caballeros,180
La Hinojosa,180
Santoyo,180
Carbellino,179
Los Barrios de Bureba,179
Palazuelo de Vedija,179
Campillo de Aranda,179
Piñuécar-Gandullas,179
Castellfort,179
Alconaba,179
Villel de Mesa,178
Lomoviejo,178
Encinacorba,178
Altzaga,178
Kripan,178
Escariche,178
Cóbdar,178
Villarmayor,178
Gabaldón,178
Vilamòs,178
Cihuri,177
Prat de Comte,177
Mayalde,177
Ejulve,177
Frades de la Sierra,177
Canalejas del Arroyo,177
Villavendimio,177
Albornos,177
Biosca,177
Vidrà,177
Trabanca,177
El Maderal,177
Navarredondilla,177
Alcoleja,177
Castrejón de Trabancos,177
Sotillo del Rincón,176
Fombellida,176
Vertavillo,176
Castrillo de la Reina,176
Castellar del Riu,176
Villamediana,176
Almócita,176
Ucar,176
Gascones,176
Muelas de los Caballeros,176
Villafruela,176
Poza de la Vega,176
Monteagudo de las Vicarías,176
Villaveza del Agua,176
Sotillo de las Palomas,175
Santa Eufemia del Barco,175
Castrillo de Villavega,175
San Agustín del Pozo,175
Veciana,175
Uxue,175
Torrecilla del Pinar,175
Hontoria de Valdearados,175
Abusejo,175
Rasueros,174
Villanova,174
Rugat,174
Arenillas de Riopisuerga,174
Colomers,174
Villar de la Yegua,174
Madrigalejo del Monte,174
Navianos de Valverde,174
Rábano,174
Royuela de Río Franco,174
El Vilosell,173
Salares,173
Santibáñez de la Sierra,173
Blecua y Torres,173
Castell de Mur,173
Viver i Serrateix,172
Barjas,172
Capilla,172
Pelarrodríguez,172
Peral de Arlanza,172
Valbona,172
Samir de los Caños,172
Izagaondoa,172
Torremocha del Campo,172
Bisaurri,171
Villalcázar de Sirga,171
Les Oluges,171
Siurana,171
Fuentearmegil,171
Cabañas de Polendos,171
Campillo de Ranas,171
Botija,171
Montejo de Arévalo,171
Moradillo de Roa,171
Romanzado,171
Valdehúncar,171
Villarluengo,171
Setcases,170
Abia de las Torres,170
Enciso,170
Palomar de Arroyos,170
Fuente el Olmo de Fuentidueña,170
Azanuy-Alins,170
Santiago del Collado,170
Gotarrendura,170
Casas de Don Antonio,170
Torrevelilla,170
San Vicente de Arévalo,170
Vega de Tirados,170
Villalube,170
Pino del Río,170
Atajate,169
Vilar de Canes,169
Torralba de Ribota,169
Pardines,169
Pedrosa del Príncipe,169
Zarzuela,169
Irañeta,169
Tubilla del Lago,169
Toses,168
Palacios del Arzobispo,168
Espinosa de Villagonzalo,168
Aldea en Cabo,168
Pinilla Trasmonte,168
Colldejou,168
Barracas,168
Navarredonda de la Rinconada,168
Mara,168
Valdemanco del Esteras,168
Cirueña,168
Mont-ral,168
Santibáñez de Valcorba,168
San Millán de los Caballeros,168
La Carrera,167
la Torre d'En Besora,167
Garrigoles,167
Gallifa,167
Viñas,167
Atapuerca,166
Duruelo,166
Sant Mori,166
San Martín de la Vega del Alberche,166
Hornillos de Eresma,166
Velascálvaro,165
Valle de Oca,165
Escobar de Polendos,165
Sancti-Spíritus,165
Arakaldo,165
Camprovín,165
Alba,165
Villamayor de los Montes,165
Monasterio de Rodilla,165
Bidaurreta,164
Ubide,164
Sepulcro-Hilario,164
Matilla de Arzón,164
Torrent,164
Segart,164
Gargüera,164
Benafer,164
Litago,164
Mesas de Ibor,163
Fresneda de Cuéllar,163
Albalatillo,163
Casas Bajas,163
La Maya,163
Morales de Valverde,163
Castrillo-Tejeriego,163
Peralejos de Abajo,163
Villanueva del Conde,163
Uterga,163
Lana,163
Foradada del Toscar,162
Renau,162
La Nou de Berguedà,162
Villardefrades,162
Cervera de Buitrago,162
Lagrán,162
Zucaina,162
San Vicente del Palacio,162
Viñuelas,162
Castellfollit de Riubregós,162
Quintanilla de Arriba,162
Arandilla,162
la Torre d'en Doménec,162
Alocén,161
Roales de Campos,161
Santa Maria de Besora,161
Villavaquerín,161
Perilla de Castro,161
Matanza,161
Huérmeces,161
El Pueyo de Araguás,161
Clariana de Cardener,161
Ventosa,161
Casarejos,161
Alhóndiga,161
Castilruiz,161
Cabezas de Alambre,161
Izagre,161
Villarroya de los Pinares,161
Fresno de Sayago,161
Cabañes de Esgueva,160
Valle del Retortillo,160
la Vall d'Alcalà,160
la Mata de Morella,160
Mainar,160
Bretó,160
Villar del Cobo,160
Villaquirán de los Infantes,160
Galve,160
Aielo de Rugat,160
Encinasola de los Comendadores,160
Sant Andreu Salou,160
Palomera,160
Villar de Torre,160
Collado de Contreras,160
Santa Engracia del Jubera,160
Zorita de la Frontera,160
Fuente el Saúz,159
Torrescárcela,159
Cerezo,159
Piñel de Abajo,159
Villamartín de Don Sancho,159
La Morera de Montsant,159
Los Huertos,159
Sales de Llierca,159
Cristóbal,158
Malaguilla,158
Vilaür,158
Pradell de la Teixeta,158
Acered,158
Villalba de Rioja,158
Molinos de Duero,158
Pedrosa del Rey,158
El Oso,158
Barbolla,158
Santa Clara de Avedillo,158
Torralba de los Sisones,157
El Pino de Tormes,157
Villatoro,157
Azara,157
Pinet,157
Gajates,157
Villaturde,157
Goñi,157
La Mudarra,157
Porto,156
Bufali,156
Estaràs,156
Quintana del Pidio,156
Retortillo de Soria,156
Casla,156
Alarcón,156
Castellar de n'Hug,156
Benasau,156
Herrera de Valdecañas,156
Nava de Sotrobal,155
Cubel,155
Campillo de Azaba,155
Passanant i Belltall,155
Valverde-Enrique,155
Hernansancho,155
Albanyà,155
Labuerda,155
Biel,155
Golpejas,155
Anguita,155
Lledó,155
Alustante,155
Anguix,155
Palencia de Negrilla,155
Castrillo de la Valduerna,155
San Cebrián de Mudá,154
Entrala,154
Vallés,154
Belmontejo,154
Puebla de Azaba,154
Castrodeza,154
Itero de la Vega,154
Gaztelu,154
Villafeliche,154
Sesa,154
Pozuelo de Tábara,154
Noviercas,154
Untzue,154
Baliarrain,153
Santa Gadea del Cid,153
Ayódar,153
Neila,153
Melgar de Arriba,153
Cordovín,153
Serradilla del Llano,153
Calzada de Don Diego,153
La Aldehuela,153
Toril,153
Ziritza,153
Castillazuelo,153
Horcajo de la Sierra-Aoslos,152
El Redal,152
Novales,152
Peralejos de las Truchas,152
Lumbreras de Cameros,152
El Pont de Bar,152
Lantz,152
Torroja del Priorat,152
Adiós,152
Salduero,152
Villamol,152
Gemuño,152
Alconada,152
Puebla de Arenoso,152
Frechilla,152
Montmaneu,151
Saelices el Chico,151
Tapioles,151
Monterrubio de la Sierra,151
Narros del Castillo,151
Congosto de Valdavia,151
Respenda de la Peña,151
Sant Pere Sallavinera,151
Arañuel,151
Montejo de Tiermes,151
Granyena de Segarra,151
Solana de Rioalmar,151
Cabañas de Sayago,151
Orpí,151
El Cogul,151
Castillejo de Iniesta,151
Berceo,151
Otero de Bodas,150
Reina,150
Jambrina,150
San Juan de Plan,150
San Martín de Rubiales,150
Treviana,150
Eratsun,150
Fuente el Sol,150
Espeja de San Marcelino,150
Valdepeñas de la Sierra,149
La Vansa i Fórnols,149
Requejo,149
San Juan del Monte,149
Marrupe,149
Arbancón,149
Ludiente,149
Añana,149
Camporredondo,149
La Torre del Valle,148
Puerto de San Vicente,148
Arellano,148
Villanueva de Alcorón,148
Bergasa,148
Santa Cruz de Pinares,148
San Miguel de Bernuy,148
Pesoz,148
La Frontera,148
Moral de la Reina,148
Villar de la Encina,148
Puebla de Yeltes,148
Cebanico,148
Formiche Alto,148
Atea,147
Espejón,147
Luelmo,147
Madrigal del Monte,147
Orotz-Betelu,147
Aras,147
Valdemaluque,147
Gistaín,147
Bañón,146
Cantalojas,146
Pescueza,146
Sauquillo de Cabezas,146
Olmedilla de Alarcón,146
Beizama,146
Revenga de Campos,146
Llimiana,146
Carrascal del Río,146
Campillo de Aragón,146
Fontanilles,146
Aranda de Moncayo,145
San Miguel de Aguayo,145
Sagàs,145
Arcones,145
Seira,145
Roelos de Sayago,145
Hontoria de la Cantera,145
Torrella,145
El Rasillo de Cameros,145
Fuendetodos,145
Videmala,144
Friera de Valverde,144
Tartanedo,144
Villaverde de Guareña,144
Villar del Río,144
Hacinas,144
Valdunquillo,144
Uztarroze,144
Valderrodrigo,144
Monterde,143
Hornillos de Cerrato,143
Muñoveros,143
Granyanella,143
Alcalá de Moncayo,143
San Cristóbal de Cuéllar,143
Basardilla,143
Mantinos,143
Iglesias,143
Sinlabajos,143
Torrelacárcel,143
Gascueña,143
Madroñal,142
Villarta-Quintana,142
San Pedro del Valle,142
La Zarza de Pumareda,142
Garde,142
Montorio,142
Quintanas de Gormaz,142
Alcázar del Rey,142
Yebra de Basa,142
Almendra,142
Todolella,141
Algodre,141
Castellonet de la Conquesta,141
Morales de Campos,141
Valsalabroso,141
Peñacaballera,141
Bayubas de Abajo,141
Piedras Albas,141
Maire de Castroponce,141
Santa Cruz de la Salceda,140
Barbadillo del Mercado,140
La Floresta,140
Campelles,140
Secastilla,140
Granyena de les Garrigues,140
Salmerón,140
Ribas de Campos,140
Montclar,139
Lascuarre,139
Aldearrodrigo,139
Senterada,139
Cerralbo,139
Noguera de Albarracín,139
Boniches,139
Abizanda,139
Ráfales,139
Santa Inés,139
Sotobañado y Priorato,139
Benafigos,138
Els Torms,138
Alcudia de Monteagud,138
Pajares de Adaja,138
Griegos,138
Azlor,138
Cobos de Cerrato,138
Montejo de la Vega de la Serrezuela,138
Castroponce,138
Agón,138
Monsagro,138
Jarilla,138
Ezkurra,138
Tamajón,137
Valpalmas,137
Cuevas Labradas,137
Guadramiro,137
Alarilla,137
Tenebrón,137
Báscones de Ojeda,137
Riocabado,137
Maderuelo,137
Urraul Alto,137
Villasarracino,137
Escorihuela,136
Gallocanta,136
Moya,136
Paracuellos de la Ribera,136
Cogeces de Íscar,136
Villaseco de los Gamitos,136
Hontanar,136
Tubilla del Agua,136
Arguisuelas,136
Benifato,136
El Hito,135
Castejón,135
San Miguel del Valle,135
Matabuena,135
Antillón,135
Sada,135
Tudanca,135
Cubillas de los Oteros,135
Villamoratiel de las Matas,135
Juviles,135
Espinosa de Cerrato,134
Riodeva,134
Valdezate,134
Hormilleja,134
Albeta,134
Auñón,134
Fonzaleche,134
Autillo de Campos,134
Castelnou,134
Tírvia,134
Henarejos,134
Yernes y Tameza,133
Tabanera de Cerrato,133
Bogajo,133
Los Ausines,133
Busto de Bureba,133
Baraona,133
Lobras,133
Camañas,133
Peñalver,133
Vallanca,133
Villa del Rey,133
La Vilella Alta,133
Pedro-Rodríguez,133
El Cañavate,132
Alòs de Balaguer,132
Albero Bajo,132
Risco,132
Pedrosillo de Alba,132
Agallas,132
San Martín del Río,132
Fresno de la Polvorosa,132
Guixers,132
Tulebras,132
Población de Campos,131
Visiedo,131
Migueláñez,131
Balsa de Ves,131
Castillo de Garcimuñoz,131
Olmeda del Rey,131
Fuentelahiguera de Albatages,131
Pedrosillo el Ralo,131
Los Fayos,131
Salas de Bureba,131
Fuentenebro,131
Casas Altas,131
Luquin,131
La Torre de Fontaubella,131
Uña de Quintana,131
Castellar de la Ribera,131
Almaluez,130
Valgañón,130
Cuevas de Provanco,130
Castillejo de Mesleón,130
Lascellas-Ponzano,130
Brime de Sog,130
Alfántega,130
Els Omells de na Gaia,130
Villalba de los Llanos,129
Villafranca de la Sierra,129
San Cebrián de Mazote,129
Navarredonda y San Mamés,129
Sajazarra,129
Herreros de Suso,129
Vega del Codorno,129
Horcajo de Montemayor,129
Cerezo de Arriba,128
Serón de Nágima,128
Balones,128
Orrios,128
Junta de Traslaloma,128
Oiz,128
Javier,128
Dehesa de Montejo,127
Arbolí,127
Adrados,127
Amavida,127
Abaurrea Alta,127
Peque,127
Alcoroches,127
Camporrélls,127
Monteagudo de las Salinas,126
Valdetórtola,126
Cañaveruelas,126
Nabaskoze,126
Argelita,126
Cozuelos de Fuentidueña,126
Diego del Carpio,126
Hervías,126
Casas de Miravete,126
Gusendos de los Oteros,126
Bonilla de la Sierra,125
Loscos,125
Alsodux,125
Prádena del Rincón,125
Nuño Gómez,125
Alfaraz de Sayago,125
Albendea,125
Romanos,125
Yanguas de Eresma,125
San Román de Cameros,125
Legarda,125
Vallecillo,125
Estamariu,125
Estubeny,125
Anaya,125
Huerta de Arriba,125
Salmoral,125
Valdescorriel,125
Agüero,125
Blancas,125
Arguis,125
Torres del Río,124
Llocnou de la Corona,124
Sando,124
Bermellar,124
Buenamadre,124
Collado Hermoso,124
Allepuz,124
Éjeme,124
Fuentes de Rubielos,124
Rioseco de Soria,124
Lagartos,124
Cárdenas,124
Lituénigo,123
San Agustín,123
Torrecilla del Rebollar,123
Belmonte de San José,123
Aín,123
Nava de Francia,123
Reyero,123
Santa Cruz de Moncayo,123
Sant Esteve de la Sarga,122
Sesué,122
Caracuel de Calatrava,122
Valle de Manzanedo,122
Muriel,122
Tolva,122
Langa del Castillo,122
Lapoblación,122
Herrín de Campos,122
Pontils,122
San Esteban del Molar,122
Malva,122
Torregalindo,121
Boadilla del Camino,121
Gaintza,121
Arija,121
Meneses de Campos,121
Estopiñán del Castillo,121
Centenera,121
Pineda Trasmonte,121
Manzanal del Barco,121
Castro de Filabres,120
Beires,120
Puebla de Albortón,120
Manzanal de los Infantes,120
Fuentidueña,120
Pertusa,120
Albero Alto,120
Olocau del Rey,120
Villamayor de Monjardín,120
Mozota,120
Hueva,120
La Cueva de Roa,120
Arquillinos,119
Granucillo,119
Navacarros,119
El Cubillo de Uceda,119
Belascoáin,119
Santa Maria de Miralles,119
Pancrudo,119
Cernadilla,119
Villanueva de Campeán,119
Manjarrés,119
Curiel de Duero,118
La Alamedilla,118
Vega de Valdetronco,118
Cuevas de Almudén,118
El Mirón,118
Quatretondeta,118
Pardilla,118
Cotillas,118
Arcos de las Salinas,118
Humada,118
La Serrada,118
Los Olmos,118
Sotosalbos,118
Tormantos,117
Orexa,117
Huerta de la Obispalía,117
Puertomingalvo,117
Peromingo,117
Villán de Tordesillas,117
El Bohodón,117
Torre del Compte,117
Aldeanueva de Santa Cruz,117
L'Argentera,117
Colungo,117
Robledillo de Mohernando,117
Castrillo de la Guareña,117
Sarroca de Bellera,116
Saldías,116
Arano,116
Salvador de Zapardiel,116
Mirambel,116
Cubo de Benavente,116
Descargamaría,116
Alarba,116
Reíllo,116
Brahojos de Medina,116
Susinos del Páramo,116
Gallegos de Hornija,115
Alcubilla de Nogales,115
Legaria,115
Villalbarba,115
Tejadillos,115
Celada del Camino,115
Cardeñuela Riopico,115
Trasobares,115
Villanueva de Gómez,115
Morentin,115
San Miguel de Serrezuela,115
Melgar de Abajo,114
La Figuera,114
Poveda de la Sierra,114
Santa Cecilia del Alcor,114
Sant Martí d'Albars,114
Villanueva de Argaño,114
Santiago del Tormes,114
Moneva,114
Frumales,114
Dios le Guarde,114
Castrotierra de Valmadrigal,114
Velilla,114
Villardiegua de la Ribera,114
Mediana de Voltoya,114
Corrales de Duero,113
Aldeanueva del Codonal,113
Villafranca Montes de Oca,113
Villar de los Navarros,113
Olmedo de Camaces,113
Ameyugo,113
Martínez,113
Boadilla de Rioseco,113
Chalamera,113
Ahigal de los Aceiteros,113
Carpio de Azaba,113
Torralba de Aragón,113
Santervás de Campos,113
Villaverde del Monte,112
San Pablo de la Moraleja,112
Gallegos de Solmirón,112
Grijalba,112
Cordovilla,112
Maraña,112
Valmadrid,112
Hinojosa de Jarque,112
Espinosa de los Caballeros,112
Paredes de Escalona,112
Salobral,112
Velliza,112
Zael,112
Casas de Guijarro,112
Páramo de Boedo,112
Membribe de la Sierra,112
Ciruelas,112
Espadañedo,111
Gimileo,111
Condemios de Arriba,111
Artazu,111
Orera,111
Pías,111
Campazas,111
Aragüés del Puerto,111
Zorita del Maestrazgo,111
Sargentes de la Lora,111
Capafonts,111
Cerecinos del Carrizal,111
Castrillo de Cabrera,111
Herramélluri,111
Encina de San Silvestre,111
Gallegos del Pan,111
Torralba,111
Villaflor,111
La Zarza,110
Quintanapalla,110
Pina de Montalgrao,110
Montealegre de Campos,110
Laguna de Contreras,110
Solana de Ávila,110
Fuente de Santa Cruz,110
Villodrigo,110
Higuera,110
Olvés,110
Quintanilla de la Mata,110
Vicién,110
Zafra de Záncara,110
Urones de Castroponce,110
Castrillo de Duero,109
Villares de Yeltes,109
Muñomer del Peco,109
Aldeanueva de la Sierra,109
Bercial,109
Pradosegar,109
Villaferrueña,109
Barrachina,109
Almudaina,109
Lagata,109
Galve de Sorbe,109
Puentedura,109
Hiendelaencina,109
Corbalán,109
Villanueva del Aceral,109
Jaitz,109
Barbadillo de Herreros,109
Villatoya,109
Orés,109
Víllora,109
Candilichera,108
Sediles,108
Farrera,108
El Pobo,108
Valdemoro-Sierra,108
Saelices de Mayorga,108
Ivorra,108
El Pobo de Dueñas,108
La Atalaya,108
Berrueces,108
Zapardiel de la Ribera,107
Población de Cerrato,107
Pozo de Almoguera,107
Torremocha de Jiloca,107
Vilanova de Prades,107
Coruña del Conde,107
Fageca,107
Puerto Castilla,107
Fresnedilla,107
Camarena de la Sierra,107
El Losar del Barco,107
Alborge,107
Villarmentero de Esgueva,106
Narros de Saldueña,106
Fuentesoto,106
Arruazu,106
Mironcillo,106
Xodos,106
Margalef,106
Valdecañas de Tajo,106
Perarrúa,106
Rebolledo de la Torre,106
Cobeta,106
Laguna de Cameros,106
La Alberguería de Argañán,106
Pajares de la Laguna,106
Quintanilla de Urz,106
Aldeacipreste,106
Avellanosa de Muñó,106
Manchones,106
Villameriel,106
Brime de Urz,106
Villardondiego,106
La Rinconada de la Sierra,105
Ventosa del Río Almar,105
Santa María del Arroyo,105
Tavertet,105
Eslava,105
Villeguillo,105
Constanzana,105
San Llorente,105
Bordón,105
El Lloar,105
Millana,105
Pinedas,105
Alcubilla de Avellaneda,105
Valdeavellano,105
Buenache de la Sierra,105
Santa Cruz de Grío,105
Hortigüela,105
Gallegos,105
Peñalba de Ávila,105
Santa Eulalia Bajera,105
Fuentelespino de Moya,104
Coca de Alba,104
Chodes,104
Alfoz de Santa Gadea,104
La Molsosa,104
Fresnedoso,104
Zaorejas,104
Garvín,104
Revilla Vallejera,104
La Vídola,104
Hontoria de Cerrato,104
Frías de Albarracín,104
Valdeande,104
Mambrilla de Castrejón,104
La Póveda de Soria,104
Prado de la Guzpeña,104
Campillos-Paravientos,104
Ledanca,104
Tramacastilla,104
La Encina,104
Benifallim,104
Masegoso,104
Castelflorite,103
Josa i Tuixén,103
Cordovilla la Real,103
Tabera de Abajo,103
Barca,103
Retamoso de la Jara,103
Benimassot,103
Renieblas,103
Tribaldos,103
Yanguas,103
Bahabón,103
Redecilla del Camino,103
Santurdejo,102
Rabanera del Pinar,102
Tarrés,102
Munilla,102
Riba de Saelices,102
Cerezo de Abajo,102
Fuente Encalada,102
Amusquillo,102
Villamalur,102
Bárcabo,102
Fulleda,102
Cinco Olivas,102
Urueñas,102
Tejado,101
Villanueva del Campillo,101
Santa María del Mercadillo,101
El Milano,101
Quintanilla de Trigueros,101
Castillejo de Robledo,101
Labajos,101
Muñopepe,101
Castillo de Villamalefa,101
Salmeroncillos,101
Espronceda,101
Matillas,101
Vellisca,100
La Revilla y Ahedo,100
Cañizar del Olivar,100
Aldeavieja de Tormes,100
Cañada de Calatrava,100
Villanueva de Aezkoa,100
Santa María de Sando,100
Samper del Salz,100
Fanlo,100
San Adrián del Valle,100
Meranges,100
Ibieca,100
Revilla del Campo,100
Libros,100
Fompedraza,100
Renera,100
Villaescusa de Roa,100
Mahamud,100
Navalilla,100
Benillup,100
Muduex,100
Piracés,100
Moratilla de los Meleros,100
Conesa,100
Fuentemolinos,100
Carrascosa de Haro,100
Matilla de los Caños,100
Saldeana,99
Collazos de Boedo,99
Villanueva de los Infantes,99
Carrícola,99
Montalbanejo,99
Zúñiga,99
Santa Cruz del Valle Urbión,99
Cubillo del Campo,99
Durón,99
Cisla,98
Golosalvo,98
Villahán,98
Santa Cecilia,98
Marazoleja,98
Cotanes del Monte,98
Pineda de la Sierra,98
Asín,98
Atalaya del Cañavate,98
Tramaced,98
Cantiveros,98
Plenas,98
Castrillo de Onielo,98
Sansol,97
El Frago,97
Gargallo,97
Quintanilla del Monte,97
Bernuy-Zapardiel,97
Santa Eulalia de Gállego,97
Villaldemiro,97
Ciruelos de Cervera,97
Berrocalejo,97
Bozoó,97
Atanzón,97
Baélls,97
Montornès de Segarra,96
Caspueñas,96
Malpartida de Corneja,96
Blascosancho,96
Torre la Ribera,96
Moríñigo,96
Toga,96
Talveila,96
Jasa,96
Murero,96
Las Hormazas,96
Larraona,96
Barbuñales,96
Malpartida,96
Ventosa de la Cuesta,96
Umbrías,96
Bobadilla,96
Torralba del Río,96
Villalba de Perejil,96
Henche,96
Mazuecos de Valdeginate,95
Argavieso,95
Cubo de Bureba,95
La Puebla de Valdavia,95
Barchín del Hoyo,95
Casaseca de Campeán,95
Anento,95
La Serna,95
Arcediano,95
Pedraza de Campos,95
Robledillo de la Jara,95
la Serratella,95
Valdevacas y Guijar,95
Fuentes de Año,95
Losacio,95
Valdunciel,95
Villadoz,95
Romanones,95
Santa María de las Hoyas,94
Torre de Arcas,94
La Sagrada,94
El Tornadizo,94
Mirueña de los Infanzones,94
Bijuesca,94
Alesón,94
Sartajada,94
Sardón de los Frailes,94
Foncea,94
Layana,94
Valdenebro,94
Fuenteliante,94
Cimballa,94
Garaioa,94
Galipentzu,94
Navacepedilla de Corneja,94
Galoze,94
Hornos de Moncalvillo,94
Castellanos de Zapardiel,94
Fresneda de la Sierra Tirón,94
Puente de Montañana,93
Susqueda,93
